"var","acc_pos","acc_neg","acc_delta"
"gdp_socios",-1.05252211159446,-0.369093003280045,-0.68342910831441
"gdp_agro_pc",-2.1500427497079,-0.369003227151007,-1.7810395225569
"gdp_resto_pc",-0.722014044568418,-1.47487211315375,0.752858068585337
"employment",-0.258813764812379,0.0355076796426255,-0.294321444455004
"cons_pc",-1.32063299424306,-1.02760136653459,-0.293031627708472
"invest_pc",-4.32435069344922,1.52277163312189,-5.84712232657111
"reer",1.40112823040256,0.741230671503885,0.659897558898671
